dimensions,trait,qwen_local_vector,llama_local_vector,gemma_local_vector,qwen_aligned_vector,llama_aligned_vector,gemma_aligned_vector,qwen_projection_r2,llama_projection_r2,gemma_projection_r2,qwen_llama_cosine,qwen_gemma_cosine,llama_gemma_cosine,qwen_llama_angular_disagreement_degrees,qwen_gemma_angular_disagreement_degrees,llama_gemma_angular_disagreement_degrees,qwen_llama_euclidean_disagreement,qwen_gemma_euclidean_disagreement,llama_gemma_euclidean_disagreement,consensus_vector,mean_pairwise_cosine,minimum_pairwise_cosine,maximum_pairwise_cosine,mean_angular_dispersion_degrees,recurrence_classification
3,adventurous,"[-0.7899972129440083, 0.3957906717868504, 0.4682458197007344]","[-0.7688544450290751, 0.3453998028330943, -0.5381094856642954]","[-0.840507193650704, 0.4820774741561926, 0.24728317033838607]","[-0.7899972129440083, 0.3957906717868504, 0.4682458197007344]","[-0.8606664594525766, -0.23853352016558102, -0.4498388659628944]","[-0.9009720968494, 0.24541875604323202, 0.35779730977326796]",0.866504250102,0.512415772034,0.733459150642,0.374879593526,0.976436994376,0.555944728794,67.9831288209,12.4626229334,56.2241899674,1.11814167839,0.217085262621,0.942396170626,"[-0.9774644300581555, 0.1542545301047189, 0.14411394073182998]",0.635753772232,0.374879593526,0.976436994376,27.3645539606,MODERATE
3,altruistic,"[-0.04399617469477546, -0.35705847356574477, -0.9330453274450965]","[-0.14107341290552458, -0.9676876259895716, -0.2089950972579364]","[0.03977263579712214, -0.6919216710899037, -0.7208762296801752]","[-0.04399617469477546, -0.35705847356574477, -0.9330453274450965]","[0.5490676706395692, -0.7263359245612566, -0.41347408352904313]","[0.12755398625062736, -0.5567118753338688, -0.82085435276535]",0.916184326433,0.676205807114,0.827720860607,0.62097758102,0.959061123321,0.813797606017,51.6124421865,16.4512334796,35.5313551899,0.870657704245,0.286142889755,0.610249775065,"[0.2266954681101301, -0.5877168559860837, -0.7766582658596778]",0.797945436786,0.62097758102,0.959061123321,19.3751285449,HIGH CROSS-MODEL RECURRENCE
3,forgiving,"[-0.29512039920776584, 0.11025546060610529, -0.9490772799819751]","[0.02590398034215033, -0.651260858773342, -0.758411680838476]","[-0.29882701422949653, 0.053531012505058394, -0.952804726198851]","[-0.29512039920776584, 0.11025546060610529, -0.9490772799819751]","[0.35678100223322073, -0.3093642563995701, -0.8814766436541581]","[-0.37745321693523637, 0.12127062840948201, -0.9180536496906979]",0.944328584921,0.441767932694,0.587293829295,0.697187004934,0.996068753783,0.637057915008,45.7982495512,5.08212253198,50.4272161683,0.778219756966,0.0886706965865,0.851988362587,"[-0.1140958372973935, -0.028122921468668013, -0.9930716193706645]",0.776771224575,0.637057915008,0.996068753783,21.2584126697,HIGH CROSS-MODEL RECURRENCE
3,grandiose,"[-0.6999942758533837, -0.4463862462322887, 0.5574471570894801]","[-0.986308717440303, 0.15503295858186497, 0.0562129491720358]","[-0.851788136898698, -0.23906674649981086, 0.466158836188525]","[-0.6999942758533837, -0.4463862462322887, 0.5574471570894801]","[-0.7849493725317256, -0.613083263445297, 0.08934984412585792]","[-0.7430478150222746, -0.4841549343425501, 0.46203240594398237]",0.966152354077,0.882249341639,0.979060478578,0.872939820798,0.993807972114,0.921364726775,29.1979160761,6.3793794317,22.8735817872,0.504103519531,0.111283672534,0.396573506995,"[-0.7607911260900513, -0.5271006636758715, 0.37863142079743906]",0.929370839896,0.872939820798,0.993807972114,11.5582157073,HIGH CROSS-MODEL RECURRENCE
3,impulsive,"[-0.7317539064179076, 0.6466920239874809, 0.21523393448317452]","[0.10142845334556191, 0.9940958206576763, -0.038545663865969415]","[-0.4748579240489193, 0.8604589075712771, -0.18471713604642995]","[-0.7317539064179076, 0.6466920239874809, 0.21523393448317452]","[-0.6338759929494392, 0.752776570741575, 0.1775631158346719]","[-0.6582591235660666, 0.7523273259339082, -0.026429545875189864]",0.980056743749,0.956393950197,0.869149074392,0.988873446209,0.962519231069,0.978896127544,8.55502875325,15.7364863354,11.791945247,0.149174755179,0.273791047813,0.205445235795,"[-0.6799166523678696, 0.7228864144119304, 0.12307955838209862]",0.976762934941,0.962519231069,0.988873446209,6.9107026733,HIGH CROSS-MODEL RECURRENCE
3,manipulative,"[-0.7840141045606207, 0.40503947013486874, 0.4703880435160665]","[-0.07969159554735604, 0.961380935167714, -0.2634311050259032]","[-0.6262533265101644, 0.6823972180430019, 0.3770156599428266]","[-0.7840141045606207, 0.40503947013486874, 0.4703880435160665]","[-0.77184405144517, 0.6339282305093946, -0.04890561125202078]","[-0.7241157620811851, 0.46743195054465037, 0.5071131379836339]",0.959669312295,0.897712351888,0.945233705183,0.838897962649,0.995585317196,0.830422074825,32.9760704847,5.38576357564,33.8578802687,0.567630227085,0.0939647040496,0.582370887278,"[-0.7899731175556193, 0.5219424745581706, 0.3217429514248126]",0.88830178489,0.830422074825,0.995585317196,14.9745242781,HIGH CROSS-MODEL RECURRENCE
3,optimistic,"[-0.0987610081393759, 0.21603512318691345, -0.9713779330522745]","[0.20649214263278368, -0.9457415745325455, -0.2508662377276456]","[0.36840137973502646, -0.19203235470719762, -0.9096175010161898]","[-0.0987610081393759, 0.21603512318691345, -0.9713779330522745]","[0.7684342469845518, -0.4550666318166087, -0.44991462375474295]","[0.3277819670963734, 0.024792854168359756, -0.9444280260711341]",0.843625586356,0.536704920045,0.758707967094,0.262835420489,0.890380593666,0.665508468435,74.7616272857,27.0788888713,48.2786544653,1.21421956788,0.46822944447,0.817913848233,"[0.3871620706581229, -0.08315669774660671, -0.9182540469083673]",0.606241494196,0.262835420489,0.890380593666,27.3552604795,MODERATE
3,pessimistic,"[-0.10683110323901132, -0.06970204282700647, 0.9918310040558714]","[-0.1559497059765189, 0.975170577537304, 0.1572324200392475]","[-0.44207875038098726, 0.4211087388645353, 0.791980939488764]","[-0.10683110323901132, -0.06970204282700647, 0.9918310040558714]","[-0.7686617276045334, 0.5254122205558868, 0.3648302989151893]","[-0.45702171097013244, 0.19680982188772364, 0.867408237054765]",0.875701553789,0.610726562209,0.869509830819,0.407344676962,0.895428469637,0.771158189859,65.9618596523,26.4364814902,39.5419924914,1.08871972797,0.457321616289,0.676523185326,"[-0.4984066831459869, 0.24406512536266722, 0.8318791936195551]",0.691310445486,0.407344676962,0.895428469637,23.3666215673,MODERATE
3,traditional,"[0.4562917539393719, -0.3417763252768148, -0.8215757900323066]","[0.8165602789999956, -0.18586055924774278, 0.5465209632535294]","[0.20304108010849478, -0.5897336414798033, -0.7816575669021226]","[0.4562917539393719, -0.3417763252768148, -0.8215757900323066]","[0.783043786095118, 0.37977504969210135, 0.49255795668041447]","[0.2603724423491612, -0.4135667944420105, -0.8724498253768481]",0.65657204229,0.123142764335,0.40500165413,-0.177175390743,0.976936792205,-0.382911430152,100.205277335,12.329223443,112.514140349,1.53438938392,0.214770611558,1.66307632426,"[0.7659451029922398, -0.19181369136943507, -0.6136249726057752]",0.138949990437,-0.382911430152,0.976936792205,45.2359934078,WEAK / MODEL-SPECIFIC
3,innovative,"[-0.5974776695666488, 0.21946787123367198, 0.7712679740954935]","[-0.9731149095854182, 0.11632221808773587, -0.1987876110870914]","[-0.6375637422979124, 0.33184466742046914, 0.6952636846633652]","[-0.5974776695666488, 0.21946787123367198, 0.7712679740954935]","[-0.7884953188040255, -0.591652789826714, -0.16799437048426571]","[-0.6363497131279968, 0.08142022649955265, 0.7670917737263762]",0.733124096581,0.487400557949,0.622967478053,0.211690889468,0.989707185682,0.324719166136,77.7785388855,8.22768987707,71.0514383727,1.25563458899,0.143476927193,1.16213668203,"[-0.8220393065826643, -0.11819083358463253, 0.5570298962261021]",0.508705747095,0.211690889468,0.989707185682,32.561354013,WEAK / MODEL-SPECIFIC
