path,git_ref,sha256,bytes
research/outputs/human_trait_dataset_feasibility/sapa/sapa_model_trait_candidate_crosswalk.csv,56902f6,4000593255646b75e509a0e1e194dec52fd3770b58503b3df0d3388bd53d6d37,123542
research/outputs/human_trait_dataset_feasibility/sapa/sapa_scale_inventory.csv,56902f6,1db3444330e4a500eeb0189f0b6a020c27d4ee27d7ff34cba40e08a76460e965,38996
research/outputs/sapa_bridge_psychometric_audit/sapa_trait_bridge_psychometric_support_v1.csv,56902f6,1cc78b543bf44e636dc8000617c61f0285e8cfc998b33946c38ab164ecdcd5a6,28328
research/outputs/sapa_bridge_psychometric_audit/trait_proxy_scale_associations_long.csv,56902f6,58d5cdb4731117798774c824eb8dca39c60c08006fdebceea99d1598a999692d,762482
research/outputs/sapa_bridge_psychometric_audit/retained_traits_vs_human_big_five.csv,56902f6,23ade02772de6daff81892f5a9648b364634a741fa9f435420de38f6d013bcd5,17777
research/outputs/human_trait_dataset_feasibility/sapa/sapa_item_dictionary.csv,56902f6,6297d7fc351cea2121a1a211c5203f9e1bc07d0157c551087e0820b8bbd6bda9,108066
research/outputs/human_trait_dataset_feasibility/sapa/sapa_source_manifest.json,56902f6,23f5535feccbd2c9722a42e47106dc06ad975ed31931eaeb273ad6284f33536f,4664
research/outputs/sapa_bridge_psychometric_audit/source_manifest.json,56902f6,31840f09d70359c79a68b07e916f5da5d5078fd95b0a48fb37d7faf6c4664e0d,3743
research/outputs/broad_sapa_pca_wellbeing/predictor_inventory.csv,045ac766949356ffb31705c69ba677824faf65b8,748afc97a3aadf1dac13516ef6c86efc1911ed71679483616bf6210ed406faaf,21465
research/outputs/broad_sapa_pca_wellbeing/missingness_summary.csv,045ac766949356ffb31705c69ba677824faf65b8,714cdcdfbcb9a17feb92b89d63a879215e3e3124ae3ae8c92f308451c5cfee18,2993
research/outputs/broad_sapa_pca_wellbeing/run_broad_sapa_pca.py,045ac766949356ffb31705c69ba677824faf65b8,a4333f8a820168cbca4964ed65612402b8e74015d809a9ad8521dd041998c51c,9995
research/outputs/broad_sapa_pca_wellbeing/run_followup_checks.py,045ac766949356ffb31705c69ba677824faf65b8,0172e1b93902596154757e6072339251315021a7e225891a3fe2933cb189cab4,10704
research/outputs/broad_sapa_pca_wellbeing/source_manifest.json,045ac766949356ffb31705c69ba677824faf65b8,8f7e4cccee36f410b9402d975a6c26f515a787dc89e5d1513b697da726ff6542,1118
research/outputs/broad_sapa_pca_wellbeing/analysis_freeze.md,045ac766949356ffb31705c69ba677824faf65b8,6e1dd6d5b455c0da52668cc0eb83bf54f749310bedb12d7efc8da0e4657d13ea,1533
research/outputs/broad_sapa_pca_wellbeing/external_data_dependency.md,045ac766949356ffb31705c69ba677824faf65b8,6c53b1ee11672a638d7926d83e0a7b2fdcb0a06e81b63b5e726cecf1e188bfe8,1026
research/outputs/broad_sapa_pca_wellbeing/frozen_score_reconstruction.json,045ac766949356ffb31705c69ba677824faf65b8,86818c63d0edcf582e21ea28723e4b51d6b94fa3b5913f9500bf7f94a1698a4e,1211
research/outputs/broad_sapa_pca_wellbeing/verification_report.json,045ac766949356ffb31705c69ba677824faf65b8,dfab27cd3b50c6f793dbe05783d96b2b4f8b634fb102b305c16638a0afc79a9a,439
research/outputs/broad_sapa_pca_wellbeing/broad_sapa_pca_wellbeing_report.md,045ac766949356ffb31705c69ba677824faf65b8,9dd1c0a4f9a1f8ddc939df87b713ee754b92772d2876e29efec26a01761c4a5f,1653
research/outputs/aa19_human_consensus_factor_validation/bridge_mapping_audit.csv,56902f6,abccb500cbde0cbeb80c96c7d0986da9418070422605bb358ebdcaceefa06a2b,69765
research/outputs/aa19_human_consensus_factor_validation/human_matrix_audit.md,56902f6,31aa9cb913f9697f4c00e0ba297a6fc088896ad0ae7cfafc0da9ff49a26a2d45,1676
