anchor,absolute_delta_per_edited_trait,edited_trait_count,clamp_count,predicted_3d_displacement,nearest_persona,nearest_neighbor_distance,mean_5nn_distance,distance_percentile_vs_canonical_loo,profile_pca_reconstruction_error,reconstruction_error_percentile_vs_canonical,outside_range_trait_count,ood_label,changes
trickster,0.0,3,0,0.0,trickster,7.723833630868743e-15,5.640906233577784,59.67153284671532,2.871167683588294,65.69343065693431,0,in-distribution,[]
trickster,5.0,3,2,6.440473628076424,trickster,0.3093493953899401,5.736014060675134,62.95620437956204,3.651056766998214,79.74452554744525,0,in-distribution,"[{""baseline_percentile"": 95.62043795620438, ""baseline_raw_cosine"": 0.1965356921380496, ""delta_percentile"": 5.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.257111532694428, ""requested_percentile"": 100.62043795620438, ""trait"": ""challenging""}, {""baseline_percentile"": 96.35036496350365, ""baseline_raw_cosine"": -0.0350562334363533, ""delta_percentile"": 5.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.0627906946070091, ""requested_percentile"": 101.35036496350365, ""trait"": ""playful""}, {""baseline_percentile"": 8.394160583941606, ""baseline_raw_cosine"": 0.2615985940097968, ""delta_percentile"": -5.0, ""modified_percentile"": 3.3941605839416056, ""modified_raw_cosine"": 0.21257576780839682, ""requested_percentile"": 3.3941605839416056, ""trait"": ""conscientious""}]"
trickster,10.0,3,3,9.19293771452354,trickster,0.43118950703509973,5.78061232555699,63.68613138686131,4.054640416592668,85.94890510948905,0,in-distribution,"[{""baseline_percentile"": 95.62043795620438, ""baseline_raw_cosine"": 0.1965356921380496, ""delta_percentile"": 10.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.257111532694428, ""requested_percentile"": 105.62043795620438, ""trait"": ""challenging""}, {""baseline_percentile"": 96.35036496350365, ""baseline_raw_cosine"": -0.0350562334363533, ""delta_percentile"": 10.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.0627906946070091, ""requested_percentile"": 106.35036496350365, ""trait"": ""playful""}, {""baseline_percentile"": 8.394160583941606, ""baseline_raw_cosine"": 0.2615985940097968, ""delta_percentile"": -10.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.1239913947768503, ""requested_percentile"": -1.6058394160583944, ""trait"": ""conscientious""}]"
trickster,20.0,3,3,9.19293771452354,trickster,0.43118950703509973,5.78061232555699,63.68613138686131,4.054640416592668,85.94890510948905,0,in-distribution,"[{""baseline_percentile"": 95.62043795620438, ""baseline_raw_cosine"": 0.1965356921380496, ""delta_percentile"": 20.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.257111532694428, ""requested_percentile"": 115.62043795620438, ""trait"": ""challenging""}, {""baseline_percentile"": 96.35036496350365, ""baseline_raw_cosine"": -0.0350562334363533, ""delta_percentile"": 20.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.0627906946070091, ""requested_percentile"": 116.35036496350365, ""trait"": ""playful""}, {""baseline_percentile"": 8.394160583941606, ""baseline_raw_cosine"": 0.2615985940097968, ""delta_percentile"": -20.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.1239913947768503, ""requested_percentile"": -11.605839416058394, ""trait"": ""conscientious""}]"
trickster,30.0,3,3,9.19293771452354,trickster,0.43118950703509973,5.78061232555699,63.68613138686131,4.054640416592668,85.94890510948905,0,in-distribution,"[{""baseline_percentile"": 95.62043795620438, ""baseline_raw_cosine"": 0.1965356921380496, ""delta_percentile"": 30.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.257111532694428, ""requested_percentile"": 125.62043795620438, ""trait"": ""challenging""}, {""baseline_percentile"": 96.35036496350365, ""baseline_raw_cosine"": -0.0350562334363533, ""delta_percentile"": 30.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.0627906946070091, ""requested_percentile"": 126.35036496350365, ""trait"": ""playful""}, {""baseline_percentile"": 8.394160583941606, ""baseline_raw_cosine"": 0.2615985940097968, ""delta_percentile"": -30.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.1239913947768503, ""requested_percentile"": -21.605839416058394, ""trait"": ""conscientious""}]"
trickster,50.0,3,3,9.19293771452354,trickster,0.43118950703509973,5.78061232555699,63.68613138686131,4.054640416592668,85.94890510948905,0,in-distribution,"[{""baseline_percentile"": 95.62043795620438, ""baseline_raw_cosine"": 0.1965356921380496, ""delta_percentile"": 50.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.257111532694428, ""requested_percentile"": 145.6204379562044, ""trait"": ""challenging""}, {""baseline_percentile"": 96.35036496350365, ""baseline_raw_cosine"": -0.0350562334363533, ""delta_percentile"": 50.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.0627906946070091, ""requested_percentile"": 146.35036496350364, ""trait"": ""playful""}, {""baseline_percentile"": 8.394160583941606, ""baseline_raw_cosine"": 0.2615985940097968, ""delta_percentile"": -50.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.1239913947768503, ""requested_percentile"": -41.605839416058394, ""trait"": ""conscientious""}]"
trickster,75.0,3,3,9.19293771452354,trickster,0.43118950703509973,5.78061232555699,63.68613138686131,4.054640416592668,85.94890510948905,0,in-distribution,"[{""baseline_percentile"": 95.62043795620438, ""baseline_raw_cosine"": 0.1965356921380496, ""delta_percentile"": 75.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.257111532694428, ""requested_percentile"": 170.6204379562044, ""trait"": ""challenging""}, {""baseline_percentile"": 96.35036496350365, ""baseline_raw_cosine"": -0.0350562334363533, ""delta_percentile"": 75.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.0627906946070091, ""requested_percentile"": 171.35036496350364, ""trait"": ""playful""}, {""baseline_percentile"": 8.394160583941606, ""baseline_raw_cosine"": 0.2615985940097968, ""delta_percentile"": -75.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.1239913947768503, ""requested_percentile"": -66.60583941605839, ""trait"": ""conscientious""}]"
trickster,100.0,3,3,9.19293771452354,trickster,0.43118950703509973,5.78061232555699,63.68613138686131,4.054640416592668,85.94890510948905,0,in-distribution,"[{""baseline_percentile"": 95.62043795620438, ""baseline_raw_cosine"": 0.1965356921380496, ""delta_percentile"": 100.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.257111532694428, ""requested_percentile"": 195.6204379562044, ""trait"": ""challenging""}, {""baseline_percentile"": 96.35036496350365, ""baseline_raw_cosine"": -0.0350562334363533, ""delta_percentile"": 100.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.0627906946070091, ""requested_percentile"": 196.35036496350364, ""trait"": ""playful""}, {""baseline_percentile"": 8.394160583941606, ""baseline_raw_cosine"": 0.2615985940097968, ""delta_percentile"": -100.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.1239913947768503, ""requested_percentile"": -91.60583941605839, ""trait"": ""conscientious""}]"
actor,0.0,3,0,0.0,actor,7.201916725308724e-15,5.212256655050852,53.102189781021906,1.8453540492280365,20.802919708029197,0,in-distribution,[]
actor,5.0,3,0,0.8949774534029037,actor,0.07364385450196763,5.217988744697171,53.46715328467153,1.9505066875583192,27.919708029197082,0,in-distribution,"[{""baseline_percentile"": 72.99270072992701, ""baseline_raw_cosine"": 0.0923076904223715, ""delta_percentile"": 5.0, ""modified_percentile"": 77.99270072992701, ""modified_raw_cosine"": 0.10557345150962356, ""requested_percentile"": 77.99270072992701, ""trait"": ""theatrical""}, {""baseline_percentile"": 81.38686131386861, ""baseline_raw_cosine"": 0.2175111350917513, ""delta_percentile"": 5.0, ""modified_percentile"": 86.38686131386861, ""modified_raw_cosine"": 0.22932766739104216, ""requested_percentile"": 86.38686131386861, ""trait"": ""adaptable""}, {""baseline_percentile"": 9.48905109489051, ""baseline_raw_cosine"": -0.1127198188354146, ""delta_percentile"": -5.0, ""modified_percentile"": 4.48905109489051, ""modified_raw_cosine"": -0.13976017225752255, ""requested_percentile"": 4.48905109489051, ""trait"": ""reserved""}]"
