occupation_level,occupation_code,occupation_title,analytic_n,bootstrap_requested_replicates,bootstrap_valid_replicates,bootstrap_mean_displacement,bootstrap_median_displacement,bootstrap_p95_displacement,centroid_root_trace_covariance,bootstrap_method,openness_bootstrap_mean,openness_bootstrap_ci95_low,openness_bootstrap_ci95_high,conscientiousness_bootstrap_mean,conscientiousness_bootstrap_ci95_low,conscientiousness_bootstrap_ci95_high,extraversion_bootstrap_mean,extraversion_bootstrap_ci95_low,extraversion_bootstrap_ci95_high,agreeableness_bootstrap_mean,agreeableness_bootstrap_ci95_low,agreeableness_bootstrap_ci95_high,emotional_stability_bootstrap_mean,emotional_stability_bootstrap_ci95_low,emotional_stability_bootstrap_ci95_high,cov_openness__openness,cov_openness__conscientiousness,cov_openness__extraversion,cov_openness__agreeableness,cov_openness__emotional_stability,cov_conscientiousness__conscientiousness,cov_conscientiousness__extraversion,cov_conscientiousness__agreeableness,cov_conscientiousness__emotional_stability,cov_extraversion__extraversion,cov_extraversion__agreeableness,cov_extraversion__emotional_stability,cov_agreeableness__agreeableness,cov_agreeableness__emotional_stability,cov_emotional_stability__emotional_stability
narrow,0020,General and operations managers,22,500,500,0.4446555592,0.4068455108,0.8096392114,0.4856866889,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.2187395065,-0.1636446234,0.6027061653,0.2505260714,-0.2513647661,0.7536803288,0.3131642237,-0.2369709679,0.7760252458,-0.187552094,-0.6000515638,0.1960842301,0.2809595196,-0.05964180311,0.655804961,0.0378955653,-0.02451343265,0.01044576627,0.0008905485519,-0.01066040276,0.06527867476,-0.03684996768,0.01109634033,0.03476142307,0.05695355555,-0.0003921129828,-0.02384634852,0.04482398775,0.01348104374,0.03093977643
narrow,0040,Advertising and promotions managers,10,500,500,0.463817771,0.4224589053,0.9236827265,0.5196090396,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.4859796122,0.2168487805,0.7430955374,0.2865658616,-0.1043792365,0.6236663571,0.6496943983,0.03881665794,1.183414128,0.4134470263,-0.0337287736,0.9535301594,0.4057946951,-0.1370534516,0.9163805755,0.01783117513,0.004383758704,0.02800702912,-0.007757977739,-0.007887855247,0.03523015873,0.02500836187,-0.007799189076,0.005412145971,0.08292230558,-0.04160307506,-0.02501976522,0.05593417527,0.04983737947,0.07807573933
narrow,0050,Marketing and sales managers,36,500,500,0.3528063402,0.3300362104,0.6021453079,0.377363971,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.01830974784,-0.3320770101,0.3228065762,0.4411359615,0.2071300706,0.6942628925,0.3737606108,0.001221237656,0.7034772853,0.1521065297,-0.2605493649,0.5649758853,0.449303527,0.1923046314,0.713353698,0.03040976612,0.004311030953,0.01559553463,-0.0004712686635,0.006817808144,0.01622509776,0.009774202941,0.00223846147,-0.003345235378,0.03173768177,0.004454543979,0.004688922133,0.04623781736,0.007807640128,0.01779320358
narrow,0110,Computer and information systems managers,10,500,500,0.5557896499,0.5126482371,1.030465708,0.6134943859,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.07792298147,-0.5812142087,0.7214258381,0.4481244301,0.02419806009,0.8772892542,-0.390713936,-0.8808300938,0.09411868765,0.04460729346,-0.5159979926,0.7065988441,0.6445774956,0.1024130609,1.231319163,0.1003297592,0.03273786283,0.0454910442,0.01109326605,0.0161390803,0.04743674902,0.00738497062,0.0008060700716,0.03783008806,0.05706938643,0.00258849063,-0.003885337589,0.09383227824,0.05775862228,0.07770718867
narrow,0120,Financial managers,41,500,500,0.3256363503,0.3123514447,0.5265285473,0.345922561,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.1901064253,-0.130807295,0.5251626794,0.1659976429,-0.04036683794,0.3915323682,0.4575731015,0.1433735308,0.7492042671,-0.07728445023,-0.3937720466,0.3071161873,0.07874904388,-0.2026372561,0.3933236791,0.02653895604,0.001735835431,0.00642315969,-0.004879686433,0.008375871461,0.0125332683,0.002518776747,0.007847256313,0.006205882607,0.02371336399,0.001215741371,6.471439602e-06,0.03212632192,0.01164213887,0.02475050792
narrow,0160,"Transportation, storage, and distribution managers",11,500,500,0.6243399131,0.5773498397,1.141742533,0.6828936864,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.5370739541,-1.114954244,0.0981520458,0.116322702,-0.5204258752,0.6626690435,0.01576581883,-0.6703810749,0.7229018997,0.1740864261,-0.4675426525,0.684632548,0.4577248744,-0.1083732084,0.923249243,0.09518060984,0.01219775354,0.04120081177,-0.01164484712,-0.04135708029,0.08865516559,0.05074035791,0.03881495271,-0.0003044091952,0.133058929,-0.009305421748,-0.02255196386,0.08618079335,0.04159867502,0.06326828912
narrow,0220,Construction managers,21,500,500,0.4658171625,0.4448398359,0.8072845709,0.4998215317,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.211094305,-0.3168937382,0.7260817813,0.2155975968,-0.1578267348,0.5808220873,0.2492728669,-0.1734958836,0.6879495759,-0.6493738115,-1.205703678,-0.1675402315,-0.1408907227,-0.4998087745,0.13560744,0.07540042435,-0.01283908874,0.01827082363,-0.01361324715,0.003415816582,0.03395490037,-0.003213125388,0.002567514989,-0.00114341472,0.05082658356,0.007801683931,-0.01159590458,0.06455012945,0.01056927308,0.02508952583
narrow,0230,Education administrators,19,500,500,0.4935720664,0.4617717268,0.8529343366,0.529392664,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.02122866219,-0.377750719,0.4076822857,0.1843410241,-0.312758314,0.6454405135,0.07741414079,-0.4330793505,0.5349527543,0.4414261316,-0.01814103081,0.9067527977,0.09918296623,-0.3213792238,0.5621184058,0.04256590713,0.01719801461,0.01812518235,0.01924256577,0.01150174221,0.06077980194,-0.002317976047,-0.01069586865,-0.016515441,0.06494759778,0.03036811975,0.01702280359,0.05823128315,0.03075164431,0.05373200266
narrow,0310,Food service managers,41,500,500,0.3806809778,0.3708663464,0.6126186042,0.4013390536,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.2131494819,-0.5831592943,0.1786652464,-0.1494155279,-0.4813923725,0.2158330576,0.1397243063,-0.156652916,0.4080956704,0.08334507771,-0.2938638887,0.466501104,-0.138499415,-0.4756418245,0.2043684714,0.03800099512,0.002125797893,0.0138162934,0.0112654442,0.003779632083,0.03229042852,-0.003422841323,0.003417990011,0.01183525441,0.01959603555,-0.001089851325,-0.0006054598874,0.04038592489,0.00607990554,0.03079965188
narrow,0410,"Property, real estate, and community association managers",14,500,500,0.6270515402,0.5646977727,1.176256397,0.6934324861,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.07125435952,-0.640245574,0.7530806893,-0.04126670458,-0.72971119,0.7070013344,0.3670126941,-0.2258769383,0.9297424931,0.06851415347,-0.3979505165,0.4618672351,-0.06124252623,-0.4811571407,0.4104292371,0.1313756154,0.1201662695,0.0552829069,0.01189299224,0.02879817451,0.1517334086,0.06469104834,0.02240226614,0.0414981663,0.09957057573,-0.02614805898,0.03092259437,0.04617374575,-0.00634374944,0.05199526729
narrow,0420,Social and community service managers,10,500,500,0.6975246881,0.6450248016,1.269581247,0.7711435928,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.5217553558,-0.2987001663,1.250559943,0.07963090487,-0.6511396567,0.8387960687,0.3976089088,-0.3149648763,1.105528371,0.7737637944,0.1663691395,1.385629735,0.5785663238,0.07319288209,1.087398072,0.1592348111,0.07530239342,0.07209327205,0.004344427033,0.008159139695,0.1367718689,-0.02590905144,0.0265103091,-0.06262255634,0.1398796955,-0.03955445137,0.0158715712,0.09351767031,-0.0008148579092,0.06525839507
narrow,0430,"Managers, all other",55,500,500,0.2640154156,0.2505996093,0.4379590893,0.2806776528,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.0166103174,-0.2835941752,0.2412028842,0.3820161209,0.195932425,0.5512873691,0.2066261383,-0.07172974258,0.5209954426,0.03974147978,-0.2119594244,0.2792385011,0.2099490722,0.003776627272,0.4292485704,0.01734678322,0.002832962442,0.007829205569,0.008419612294,-0.0004965690128,0.008845495401,0.007726620137,0.00162060623,0.004021026025,0.02356631797,0.003445231543,0.003917224756,0.01655055827,0.002313781662,0.01247078993
narrow,0540,"Claims adjusters, appraisers, examiners, and investigators",20,500,500,0.5026234511,0.4836707405,0.8201473011,0.5357828976,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.181213822,-0.6846227494,0.3358443357,-0.1335352274,-0.5597012708,0.287619155,-0.09491289804,-0.590850764,0.3830451729,0.03536859952,-0.446431818,0.5426867906,0.1221724974,-0.2460824002,0.4896557769,0.06423913445,0.003499470578,0.03018162228,0.01360246051,0.008559053246,0.05108879203,0.01833526389,0.02309581465,0.01684290774,0.06316769942,0.01941872358,0.002705429342,0.07195842005,0.003704298603,0.0366092674
narrow,0620,"Human resources, training, and labor relations specialists",43,500,500,0.3524019649,0.3372303077,0.6080173831,0.37896588,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.09993949389,-0.1435022401,0.3850153426,0.3897894906,0.0589415731,0.6984039252,0.1659788449,-0.1222770752,0.4534943927,0.05956380081,-0.3498243458,0.4889018267,0.2586104744,-0.1101268777,0.577499472,0.01911723026,0.0001686500745,0.01249888208,0.01601637162,0.004926978731,0.02501567025,0.008395704505,0.001582639596,0.02035323476,0.02280269113,0.0161005035,0.007230833741,0.04604575908,0.001879456492,0.0306337875
narrow,0710,Management analysts,25,500,500,0.4331900223,0.4152760146,0.7434834468,0.4679185878,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.2788568665,-0.103241389,0.6348995729,-0.01379020229,-0.5137258046,0.4126567518,0.4447868264,-0.01747866696,0.8993610125,0.5148103665,0.1387764329,0.9065325603,0.4781565685,0.1123470312,0.8100001088,0.03529496902,0.01499893566,0.01507322383,0.009068414576,0.01779769908,0.05785150067,0.01889287169,-0.008120993043,0.0126610154,0.05304675768,0.0008691446306,0.02154905566,0.0385274739,0.0180778657,0.0342271035
narrow,0730,Other business operations specialists,11,500,500,0.654909762,0.6363930043,1.137981533,0.7128898942,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.4170218103,0.02620258494,0.7879080134,0.06856296667,-0.5986582336,0.8259004262,-0.2118723118,-0.9606807183,0.4595266818,-0.1364961123,-0.7883738491,0.4869755985,0.05118722512,-0.5513955355,0.6528066185,0.04257097956,-0.00929961009,-0.004325413581,0.03309011438,0.03368648417,0.1403566506,-0.00897732555,0.01671664967,0.03500222351,0.1220910503,0.01330578821,0.03913800511,0.1056258744,0.07762784995,0.09756744634
narrow,0800,Accountants and auditors,59,500,500,0.2772679253,0.2670477712,0.4555581576,0.2948381048,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.2634109466,-0.5409884908,-0.02204633021,0.2190772461,-0.01465685931,0.4533027883,0.07207441687,-0.2051131547,0.3882171824,0.01629894592,-0.1841129863,0.2079023082,-0.06178089776,-0.3438327524,0.2221258299,0.0170251356,0.005821235076,0.005547618635,0.003257508485,0.001141950662,0.01488540956,0.001068315118,0.004185915203,0.002848001223,0.02225511577,0.007649250933,0.005425158451,0.01089622173,0.004302759792,0.0218676254
narrow,0850,Personal financial advisors,11,500,500,0.6134810338,0.5602696686,1.132229663,0.6681629173,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.92348792,-1.594325917,-0.1429376449,0.2644966816,-0.3136116208,0.8077076895,0.642571898,0.1327345648,1.133018572,0.2767440697,-0.2976658748,0.9369908266,0.6209589333,0.09640628933,1.130307661,0.1290604779,0.06105131253,0.04497846488,0.02826531502,0.02184383879,0.07722063809,0.01043226967,0.04440561947,0.0319746909,0.06246144799,-0.004773643085,0.001085115036,0.1032928298,0.01629186495,0.07440629021
narrow,0910,Loan counselors and officers,17,500,500,0.4944336514,0.4714814701,0.8597820443,0.5315055144,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.3925194583,-0.8632910377,0.01639191257,0.4317767615,-0.2540616287,1.044121893,0.390441474,0.07682076821,0.7186600989,-0.07160757857,-0.5364836365,0.4099171925,0.1514001117,-0.3502703522,0.5886178087,0.0462483535,0.03941490062,0.01619455935,0.01487585028,0.001084163595,0.0939767579,0.02977722259,0.01111191743,-0.002803727385,0.03114904085,0.01414172074,0.003193396973,0.05694572687,-0.002870741364,0.05417823274
narrow,1000,Computer scientists and systems analysts,15,500,500,0.5369594282,0.5125656783,0.939022405,0.5798589072,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.5216068342,0.1171002089,0.9900589793,-0.09796155908,-0.6723797222,0.4735352,-0.2170129104,-0.8791714158,0.393333591,0.03475450272,-0.4986557529,0.5266465806,0.1690580236,-0.1821210936,0.5014346241,0.04958575467,0.0130648024,0.007345025405,-0.02144268151,0.006761962884,0.09001346944,0.02067529257,0.0007753189655,0.03894543727,0.1000135938,0.01240340643,-0.003739395493,0.066439354,0.0114151226,0.03018418028
narrow,1010,Computer programmers,13,500,500,0.6245307758,0.5916045971,1.082654011,0.674219892,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.0733491392,-0.652516062,0.681306999,-1.075224712,-1.616073076,-0.5479203118,-0.8408550731,-1.372605742,-0.2897891637,-0.1601731171,-0.6976976045,0.3560344568,0.05427920129,-0.6099741584,0.7004275609,0.1106704743,-0.02031939033,0.02749354858,0.03415912287,0.0589185393,0.07971888759,0.001098695402,0.01402984266,-0.006979658057,0.0815631995,0.01193283969,0.02693270758,0.07237785148,0.05646392442,0.11024205
