model,trait,trait_pc1,trait_pc2,trait_pc3,trait_pc4,trait_pc5,trait_pc6,trait_pc7,trait_pc8,trait_pc9,trait_pc10,trait_pc11,trait_pc12,trait_pc13,trait_pc14,trait_pc15,trait_pc16,trait_pc17,trait_pc18,trait_pc19,trait_pc20
qwen,absolutist,10.50391760240527,14.582413785957248,1.0446893730645044,-21.939614485818318,-14.120156421485662,-17.233102680960453,13.25349652426409,8.500941238535978,2.27108040612348,9.241712809273753,-9.979257582213386,6.095330796227836,-0.2855443299896754,5.2391273071178315,-0.2180070266151703,7.438617893595686,0.7299291536719402,4.257060825187681,-2.6612578294831484,2.78735832064327
qwen,abstract,31.876226938730056,11.203201317939266,-32.62226963606684,-14.140772446190043,22.018534455089323,0.33077751568997704,-9.67915484496912,28.173286382144852,1.8483955891377395,2.4790927196578787,1.410313886336362,10.299124208366303,-7.316290185567375,9.118978812839993,-5.100983062118204,-0.7213840876423111,7.777592321553324,5.9780901695739885,0.8692780222518877,-0.07717984580390355
qwen,accessible,-8.7074691260009,-73.66823416242278,57.03601149552129,10.564228758637341,2.337235546209304,-20.990951856437402,33.38604237358883,-23.59594618317197,13.05874781169408,11.173739755379154,-17.320354442347124,-10.222916602173978,-12.501517237756046,-0.25892276440320666,-7.163663903930572,-6.121161024326734,8.05055105312651,-0.49841065154206354,-8.653270923600777,-0.032928331056753884
qwen,accommodating,8.215538131664559,-27.909238042188164,23.319215194263275,-3.3912605793997828,6.766273944407208,5.540649398183439,3.951665164026024,2.2951608646004584,6.20223960036094,-4.9509300319357905,0.46628955159253177,-0.6302016888930219,0.8324451207240674,-3.053023653251604,-0.13797942521531603,-2.246576617714183,0.4006470896574306,-2.0868174072857983,-0.5273060895579542,2.9964668299498873
qwen,acerbic,-61.691698692749334,55.419764688374975,9.445270814995936,-1.6070831317722314,-7.24375082468664,16.083390584738133,-3.6049784762676977,-0.8664127019499414,-2.7220289211344264,16.800966307159552,6.395746338016504,-8.601130782226102,-0.18356348541825918,3.906928057508238,-1.4484966023375427,-1.9781401243522874,1.2498730200676735,-3.2163303544605077,-4.228059077547642,-1.082772137213997
qwen,adaptable,7.274529201947157,-44.03428578688338,16.135488108203546,26.019037062600116,6.07136404677186,-1.8637932811062718,-5.5791286243104485,-6.263879407414992,3.4661749106637236,3.638899179577534,12.570779321100053,8.219356179182203,0.259693889745067,1.5804317918711133,-2.438065629908542,-4.739278707222741,6.975139451395435,-1.905549755374644,1.3285949174961815,-0.11214490613747838
qwen,adventurous,-41.57493957632833,-7.424831921673169,-10.936531628845662,20.602156532934377,1.1853465244143047,-16.22413324515485,-20.171761569073347,5.349881850085919,-2.344013195013426,-10.198304258636298,-8.934423184798767,-4.87074330540124,1.8201208382407303,0.824684544262326,-1.457186220078386,-3.94812631035904,1.2903845335928996,-3.9909940680696807,-9.138561385618047,-5.271575878452518
qwen,agreeable,59.476927528176276,-52.569987466447635,19.766275646891966,-4.707024401491757,-4.808203943558731,16.143641118992928,-2.50179987288077,3.083767645715632,-0.554107674643972,-5.151633345737543,2.192454850030237,-1.1047779665334732,-2.7650392925638414,2.835145866896963,1.1799821909381272,-0.8941569974130155,-0.5676244935942782,2.424841691491507,-0.38843264576071496,1.0895043468241266
qwen,altruistic,32.85705268520233,-35.80474493235512,3.7988846074122935,-9.669097035980519,-6.401407367984484,2.3822989821738907,5.4786364337444935,6.151464178727299,-24.84681397534849,7.362694247840836,11.629885091138627,-6.995474243395851,-10.2065577619195,3.150520039671282,-1.4465596654561912,9.52380793452585,-2.187454358712132,-4.546169152213657,-9.184952249830559,2.967036196491336
qwen,analytical,57.55285342290157,30.76994981697715,14.737993339768781,50.338593580173644,-5.824995326983472,11.827927229887326,14.244264679723774,-4.335103226794125,2.2436747320371264,0.4976241126640124,-4.967357945391566,6.1485764050117435,-2.0217489692690735,-0.8773656031635361,-5.750634307250748,-6.389216997755487,4.7449237588742,1.5107892803633143,-1.5367233258207498,2.6180112740520944
qwen,animated,-66.43602513202077,-39.26722876329143,-13.810338672584074,43.79724147446002,-28.166596078480342,0.4996338892064764,-4.114096256205481,11.890478561706816,8.135196029892333,-1.509753888556315,1.226405910265352,7.505794928123145,-2.7122030250575913,-1.0275367962624715,-6.215978929224818,-0.4002496690560001,2.1843898728628064,1.241095442986887,9.058411596544131,1.2922812690834673
qwen,anthropocentric,13.165925610804262,7.254584097458757,20.5755244005388,-6.786193378341417,-4.102162676852368,-5.300913219447546,2.7731974249947617,0.985489505823481,14.248699037379525,-3.7860904641832143,-0.3169686066897863,2.3866863328802297,-1.1396456309846024,2.5814777621386757,1.0696056670851153,0.7441050353868467,2.6908257080404487,0.6122847021820987,-0.3651722662349381,-0.1929568210008486
qwen,anxious,-42.5611577856803,4.341277782594149,29.155094726851058,6.3787571531205085,22.48675405144434,4.575019021817544,33.67098017939823,3.0857343544803846,-11.817149046037896,-18.486403037810533,12.679827972060838,5.819763462795033,6.2102915735848745,5.244599731292214,8.931866951644455,-3.7211075223827645,0.8467347919313418,14.4679129612981,1.1201475903219802,-5.415946254162379
