path,status,introducing_commit,size_bytes,sha256,branch_raw_github_url,future_canonical_master_raw_github_url
research/outputs/crossmodel_pc_trait_specificity/build_artifact_inventory.py,active,8be8ee4eabd147e38a09090c5826c787df18e178,2257,a51785cd71e8476730ae7b166378b5fa43648242252afd7bc63085a9b5ba4267,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/build_artifact_inventory.py,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/build_artifact_inventory.py
research/outputs/crossmodel_pc_trait_specificity/crossmodel_marker_comparison.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,762663,512af6ecf7f66838a482b49e8ba91e39209b900d00bb2ed3a7dd383ea0975b6a,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/crossmodel_marker_comparison.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/crossmodel_marker_comparison.csv
research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_associated_counts.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,825,8f1bea291e88e5fb430d0e77241b522823513ee7f27b57357eb2e354fb333c26,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_associated_counts.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_associated_counts.csv
research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_correspondence.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,2522,8ca91a676d2d4c17cbc56660f5a74a7f8c2d909d90182f7430826cdd3c25bdd8,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_correspondence.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_correspondence.csv
research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_explained_variance.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,1136,5c58cb30cf12c526fc903a0cb54883fbfb3306c205cb16765d5a56d7e6d7e0c7,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_explained_variance.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_explained_variance.csv
research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_highly_concentrated_counts.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,787,f652eb8049c87bdfcbab18c6fddd7fc4fd48d29c0e03b7f311450b9acc54dee8,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_highly_concentrated_counts.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_highly_concentrated_counts.csv
research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_strict_specificity_counts.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,791,fc03e26fe420be691950f6a0e7321b49d0dd3d69d5020c4d1c74f773831485c9,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_strict_specificity_counts.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_strict_specificity_counts.csv
research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_target_dominant_counts.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,807,5e981ee14ac859acb7a556345283c4f254607a8ccc19bbaf32e74c621ce62656,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_target_dominant_counts.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_target_dominant_counts.csv
research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_trait_specificity_report.md,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,15083,9ddc30acc35c90976e3600c65f8d6fc1accbe6a11e5ff41bafa32941446f2453,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_trait_specificity_report.md,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/crossmodel_pc_trait_specificity_report.md
research/outputs/crossmodel_pc_trait_specificity/gemma_pc_trait_memberships.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,1047183,6b49090104ddc44a4d8b495eb75c6e9687841d7336e420d65b535dd95d89efd0,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/gemma_pc_trait_memberships.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/gemma_pc_trait_memberships.csv
research/outputs/crossmodel_pc_trait_specificity/llama_pc_trait_memberships.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,1049493,4731bd717c47426b0fe5c4a54477a070ec53954e3305389e92e33760d842a2ba,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/llama_pc_trait_memberships.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/llama_pc_trait_memberships.csv
research/outputs/crossmodel_pc_trait_specificity/qwen_pc2_crossmodel_evidence_packet.csv,active,d64f7efbd656765b2cd126b9c1f207c7c38b23cd,70693,b7f572c00d878ebc575887355892c64192ab4a1c5238221f6798de42b0d8abbe,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa10-crossmodel-pc-trait-specificity/research/outputs/crossmodel_pc_trait_specificity/qwen_pc2_crossmodel_evidence_packet.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/crossmodel_pc_trait_specificity/qwen_pc2_crossmodel_evidence_packet.csv
