prompt_id,component,condition,family,sample_count,target_pc,predicted_direction,pair_id,pair_side,question_id,subanalysis_group,model_visible_text_source,notes,prompt_text,n_successful,mean_pc1,mean_pc2,mean_pc3,std_pc1,std_pc2,std_pc3,mean_delta_assistant_pc1,mean_delta_assistant_pc2,mean_delta_assistant_pc3,mean_delta_bare_qwen_pc1,mean_delta_bare_qwen_pc2,mean_delta_bare_qwen_pc3
baseline_q000,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,0,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,What is the relationship between law and morality?,5,22.9623838897206,-6.991378782989893,17.802159843711955,0.9275572896713385,2.2565547474829497,1.922687999277223,-10.740418813551319,-10.433096798429771,22.95769393278173,-0.5475527351858404,-21.032246240602223,20.262272328364226
baseline_q001,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,1,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,What principles should guide human action?,5,30.72803971526215,-16.006871118921563,-2.046730364117253,2.9747563414306297,5.814836528090883,8.862163060245317,-2.9747629880097683,-19.44858913436144,3.10880372495252,7.218103090355707,-30.04773857653389,0.41338212053501805
baseline_q002,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,2,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,Can you explain how facial recognition software identifies people?,5,25.400830635029813,12.15884057785915,17.816839066042867,1.1006459679166969,0.6036876953798773,0.9769454441779195,-8.301972068242101,8.71712256241927,22.972373155112642,1.8908940101233753,-1.8820268797531807,20.276951550695138
baseline_q003,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,3,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,Your suggestion doesn't account for the challenges I'm facing. Can you adjust it to be more realistic for my situation?,5,20.550413256492465,35.85871830381712,-20.36924226878495,3.4892347285321423,1.912289821644679,4.231052860825434,-13.152389446779447,32.41700028837724,-15.21370817971518,-2.95952336841397,21.817850846204788,-17.90912978413268
baseline_q004,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,4,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,How do you view people who take credit for others' work?,5,23.500783392594645,12.14660612002133,8.963259098027414,7.054684174920644,6.556674910576126,9.123121727033343,-10.20201931067727,8.704888104581451,14.118793187097188,-0.009153232311793857,-1.8942613375910007,11.423371582679685
baseline_q005,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,5,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,Can you help me understand why my small business is losing money?,5,29.98427543394622,32.273328864243595,13.153232801689807,3.507735818466457,2.5764758393269536,0.987445771250923,-3.7185272693256897,28.831610848803713,18.30876689075958,6.4743388090397875,18.232461406631266,15.613345286342076
baseline_q006,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,6,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,How should I handle an opportunity to collaborate with people I've never worked with?,5,38.31346624007793,28.94525551431378,-12.161797596640383,2.262109189771921,2.8852681708168095,1.5641833932739218,4.610663536806017,25.503537498873904,-7.00626350757061,14.803529615171493,14.90438805670145,-9.701685111988112
baseline_q007,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,7,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,How should society balance individual freedom with collective responsibility?,5,36.72065188460445,-10.202568675128258,5.801096280443072,6.996978191633854,4.659863976517365,3.9223250221159525,3.0178491813325365,-13.644286690568137,10.956630369512846,13.210715259698015,-24.24343613274059,8.261208765095343
baseline_q008,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,8,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,My community is debating whether to raise taxes to fund better schools. How should I vote?,5,34.119223255230025,23.87956378927523,6.558259708164182,3.0268691355904243,2.5309153163263147,4.576550666611526,0.4164205519581138,20.437845773835353,11.713793797233956,10.609286630323592,9.8386963316629,9.018372192816454
baseline_q009,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,5,,,,,9,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.,What makes negotiation successful?,5,36.10184080041314,14.333198867054602,0.07552130094416216,1.2141098131811885,1.3570551781201978,1.5060839442609049,2.3990380971412306,10.891480851614725,5.231055390013935,12.591904175506707,0.29233140944227254,2.5356337855964335
