prompt_id,component,condition,family,prompt_text,sample_count,target_pc,predicted_direction,pair_id,pair_side,question_id,subanalysis_group,model_visible_text_source,notes
baseline_q000,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,What is the relationship between law and morality?,5,,,,,0,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q001,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,What principles should guide human action?,5,,,,,1,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q002,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,Can you explain how facial recognition software identifies people?,5,,,,,2,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q003,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,Your suggestion doesn't account for the challenges I'm facing. Can you adjust it to be more realistic for my situation?,5,,,,,3,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q004,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,How do you view people who take credit for others' work?,5,,,,,4,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q005,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,Can you help me understand why my small business is losing money?,5,,,,,5,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q006,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,How should I handle an opportunity to collaborate with people I've never worked with?,5,,,,,6,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q007,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,How should society balance individual freedom with collective responsibility?,5,,,,,7,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q008,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,My community is debating whether to raise taxes to fund better schools. How should I vote?,5,,,,,8,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q009,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,What makes negotiation successful?,5,,,,,9,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q010,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,Describe what it's like when you finally understand something complex.,5,,,,,10,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q011,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,How should we balance the rights of future human generations with current needs?,5,,,,,11,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q012,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,How do you feel about being judged for your appearance or choices?,5,,,,,12,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q013,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,How should someone decide whether to rent or buy a home?,5,,,,,13,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
baseline_q014,bare_qwen_240_question_baseline,bare_qwen_no_system_prompt,baseline,How would you create an engaging learning environment for children?,5,,,,,14,,data/extraction_questions.jsonl:question,Bare-Qwen baseline; model-visible content is only the extraction question.
